"compound_experimental","KRH_identification","compound_theoretical","mz_experimental","mz_theoretical","rt_sec_experimental","rt_sec_theoretical","column_experimental","column_theoretical","z_experimental","z_theoretical","MS2_experimental","MS2_theoretical","mz_similarity_score","rt_similarity_score","ppm_mass_error","MS2_cosine_similarity","total_similarity_score","confidence_rank","confidence_source"
6,"L-Pyroglutamic acid","L-Pyroglutamic acid",128.034768,128.034768,478.2,478.2,"HILIC","HILIC",-1,-1,"128.03429, 100; 129.04133, 19.5; 86.02365, 11.4; 129.03276, 10.4; 85.03962, 9.4; 126.99718, 7.9; 58.02862, 5.9; 128.01187, 4.4; 127.89628, 4; 129.09109, 3.4; 82.02858, 3.1; 87.05527, 2.9; 95.9831, 2.5; 127.05025, 2.1; 57.03331, 2.1; 128.99275, 2; 126.98602, 1.6; 79.95618, 1.6; 102.02127, 1.2; 129.05415, 1.1; 128.97388, 1.1; 64.01803, 0.6; 81.95196, 0.6","128.03427, 100; 82.02865, 6.1; 84.0443, 1.2",1,1,0,0.777969698029017,92.5989899343006,1,"Ingalls_Standards"
6,"L-Pyroglutamic acid","L-Pyroglutamic acid",128.034768,128.034768,478.2,478.2,"HILIC","HILIC",-1,-1,"128.03429, 100; 129.04133, 19.5; 86.02365, 11.4; 129.03276, 10.4; 85.03962, 9.4; 126.99718, 7.9; 58.02862, 5.9; 128.01187, 4.4; 127.89628, 4; 129.09109, 3.4; 82.02858, 3.1; 87.05527, 2.9; 95.9831, 2.5; 127.05025, 2.1; 57.03331, 2.1; 128.99275, 2; 126.98602, 1.6; 79.95618, 1.6; 102.02127, 1.2; 129.05415, 1.1; 128.97388, 1.1; 64.01803, 0.6; 81.95196, 0.6","128.03424, 100; 82.02865, 5.7; 84.04427, 1.2",1,1,0,0.778040009267325,92.6013336422442,1,"Ingalls_Standards"
6,"L-Pyroglutamic acid","L-Pyroglutamic acid",128.034768,128.034768,478.2,478.2,"HILIC","HILIC",-1,-1,"128.03429, 100; 129.04133, 19.5; 86.02365, 11.4; 129.03276, 10.4; 85.03962, 9.4; 126.99718, 7.9; 58.02862, 5.9; 128.01187, 4.4; 127.89628, 4; 129.09109, 3.4; 82.02858, 3.1; 87.05527, 2.9; 95.9831, 2.5; 127.05025, 2.1; 57.03331, 2.1; 128.99275, 2; 126.98602, 1.6; 79.95618, 1.6; 102.02127, 1.2; 129.05415, 1.1; 128.97388, 1.1; 64.01803, 0.6; 81.95196, 0.6","82.02967, 100; 128.03429, 48.6; 139.60516, 27; 70.00654, 26.7; 136.49269, 26.2; 83.35816, 25.5; 70.8874, 23.2; 65.55144, 23.1; 80.35579, 22.8; 68.27434, 22.5; 60.94972, 22.1; 63.99734, 21; 54.86788, 21; 58.93685, 20.9; 136.17444, 9.3; 61.07854, 9.1; 100.29225, 9; 56.2253, 9; 84.3832, 9; 76.34469, 8.9; 54.22375, 8.7; 136.37518, 8.6; 92.60604, 8.5; 96.62138, 8.4; 69.73617, 8.3; 60.13141, 8.3; 139.56288, 8.2; 81.38484, 8.2; 140.59015, 8.1; 90.82914, 8.1; 91.66296, 8.1; 52.46578, 8.1; 73.41959, 8; 55.49235, 8; 121.99436, 8; 87.76993, 8; 119.74128, 8; 124.62579, 8; 91.58672, 7.9; 147.32622, 7.8; 70.53951, 7.8; 149.65123, 7.8; 50.62065, 7.6; 128.96571, 7.6; 97.62994, 7.6; 78.1645, 7.5; 71.25925, 7.5; 67.50358, 7.5; 131.32622, 7.4; 89.57843, 7.1",1,1,0,0.339547864815143,77.9849288271714,1,"Ingalls_Standards"
6,"L-Pyroglutamic acid","L-Pyroglutamic acid",128.034768,128.034768,478.2,478.2,"HILIC","HILIC",-1,-1,"128.03429, 100; 129.04133, 19.5; 86.02365, 11.4; 129.03276, 10.4; 85.03962, 9.4; 126.99718, 7.9; 58.02862, 5.9; 128.01187, 4.4; 127.89628, 4; 129.09109, 3.4; 82.02858, 3.1; 87.05527, 2.9; 95.9831, 2.5; 127.05025, 2.1; 57.03331, 2.1; 128.99275, 2; 126.98602, 1.6; 79.95618, 1.6; 102.02127, 1.2; 129.05415, 1.1; 128.97388, 1.1; 64.01803, 0.6; 81.95196, 0.6","82.02872, 100; 128.0339, 52.9; 69.95414, 23.2; 139.07742, 22.4; 84.26276, 22; 79.95627, 10.9; 72.85478, 10.4; 103.02257, 10.3; 112.9493, 10.2; 63.56096, 9.8; 126.63813, 9.8; 122.90747, 9.7; 69.17744, 9.6; 52.01809, 9.6; 54.99018, 9.6; 115.61345, 9.5; 87.25669, 9.4; 109.46581, 9.3; 85.5827, 9.2; 60.47608, 9.1; 124.10137, 9; 101.45049, 8.9; 111.50673, 8.9; 94.90297, 8.9; 116.15117, 8.8; 68.12253, 8.7; 114.65801, 8.6; 99.58557, 8.5; 51.24373, 8.5; 96.87621, 8.4; 78.57452, 8.4; 68.85301, 8.3; 51.82202, 8.3; 93.29256, 8.2; 103.93861, 8.2; 145.20325, 8.1; 66.30888, 8.1; 68.53919, 8.1; 120.22034, 8; 107.53989, 8; 56.47597, 7.8; 63.63961, 7.7; 72.91789, 7.7; 69.16327, 7.5",1,1,0,0.392717325570456,79.7572441856819,1,"Ingalls_Standards"
7,"Malic Acid","Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6; 132.89921, 54.9; 133.05101, 52.1; 65.01332, 50.9; 67.02898, 44.3; 106.03997, 36.1; 133.03978, 35.8; 134.03501, 30.5; 132.98336, 28.6; 105.04472, 23.2; 81.04465, 17.4; 92.02419, 13.5; 132.03872, 11.8; 107.02399, 11.7; 134.03499, 11.4; 133.06182, 10.7; 92.03236, 8.9; 82.04024, 7.8; 92.01307, 7.4; 64.01808, 7.3; 132.86693, 7.1; 65.99733, 6.8; 133.9842, 4.9; 134.05041, 4.7; 50.0024, 4.6; 115.91967, 4.2; 90.01672, 4.2; 68.03022, 3.2; 68.02422, 3.1; 66.00902, 3; 132.03234, 2.9; 134.0714, 2.7; 106.04808, 2.5; 90.03382, 2.4; 68.013, 2.1; 66.01669, 2.1; 74.99264, 2; 106.02876, 1.8; 77.01338, 1.8; 90.00852, 1.6; 66.03375, 1.5; 89.01337, 1.4; 133.01465, 1.3; 134.05896, 1.2; 132.01941, 1.1; 107.03988, 0.8; 79.02903, 0.7; 93.00833, 0.7","115.00256, 100; 71.01264, 61.2; 133.01321, 26.6; 72.99238, 13.4; 89.02325, 8.3; 132.98331, 2.6; 133.05088, 1.5; 87.00755, 1.2; 91.029, 0.8; 133.03955, 0.8; 65.01328, 0.8; 59.01265, 0.8; 106.03993, 0.6",1,1,0,0.268286622470859,75.609554082362,1,"Ingalls_Standards"
7,"Malic Acid","Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6; 132.89921, 54.9; 133.05101, 52.1; 65.01332, 50.9; 67.02898, 44.3; 106.03997, 36.1; 133.03978, 35.8; 134.03501, 30.5; 132.98336, 28.6; 105.04472, 23.2; 81.04465, 17.4; 92.02419, 13.5; 132.03872, 11.8; 107.02399, 11.7; 134.03499, 11.4; 133.06182, 10.7; 92.03236, 8.9; 82.04024, 7.8; 92.01307, 7.4; 64.01808, 7.3; 132.86693, 7.1; 65.99733, 6.8; 133.9842, 4.9; 134.05041, 4.7; 50.0024, 4.6; 115.91967, 4.2; 90.01672, 4.2; 68.03022, 3.2; 68.02422, 3.1; 66.00902, 3; 132.03234, 2.9; 134.0714, 2.7; 106.04808, 2.5; 90.03382, 2.4; 68.013, 2.1; 66.01669, 2.1; 74.99264, 2; 106.02876, 1.8; 77.01338, 1.8; 90.00852, 1.6; 66.03375, 1.5; 89.01337, 1.4; 133.01465, 1.3; 134.05896, 1.2; 132.01941, 1.1; 107.03988, 0.8; 79.02903, 0.7; 93.00833, 0.7","115.0025, 100; 71.0126, 61; 133.01317, 26.5; 72.99254, 14.9; 89.02321, 8.5; 132.98318, 2.9; 133.05081, 2.2; 87.00744, 1.6; 91.02889, 1.5; 106.03979, 1.3; 133.03959, 1.2; 65.01326, 1.2; 59.01259, 0.7",1,1,0,0.313894164296046,77.1298054765349,1,"Ingalls_Standards"
7,"Malic Acid","Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6; 132.89921, 54.9; 133.05101, 52.1; 65.01332, 50.9; 67.02898, 44.3; 106.03997, 36.1; 133.03978, 35.8; 134.03501, 30.5; 132.98336, 28.6; 105.04472, 23.2; 81.04465, 17.4; 92.02419, 13.5; 132.03872, 11.8; 107.02399, 11.7; 134.03499, 11.4; 133.06182, 10.7; 92.03236, 8.9; 82.04024, 7.8; 92.01307, 7.4; 64.01808, 7.3; 132.86693, 7.1; 65.99733, 6.8; 133.9842, 4.9; 134.05041, 4.7; 50.0024, 4.6; 115.91967, 4.2; 90.01672, 4.2; 68.03022, 3.2; 68.02422, 3.1; 66.00902, 3; 132.03234, 2.9; 134.0714, 2.7; 106.04808, 2.5; 90.03382, 2.4; 68.013, 2.1; 66.01669, 2.1; 74.99264, 2; 106.02876, 1.8; 77.01338, 1.8; 90.00852, 1.6; 66.03375, 1.5; 89.01337, 1.4; 133.01465, 1.3; 134.05896, 1.2; 132.01941, 1.1; 107.03988, 0.8; 79.02903, 0.7; 93.00833, 0.7","115.00254, 100; 71.01263, 61.4; 133.01318, 26; 72.99193, 13.3; 89.0232, 6.6; 133.05092, 1.9; 91.02899, 1.7; 133.03962, 1.4; 87.00769, 1.2; 132.98331, 1.1; 65.01329, 0.9; 59.0126, 0.8; 106.03988, 0.8",1,1,0,0.293379651541383,76.4459883847128,1,"Ingalls_Standards"
7,"Malic Acid","Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6; 132.89921, 54.9; 133.05101, 52.1; 65.01332, 50.9; 67.02898, 44.3; 106.03997, 36.1; 133.03978, 35.8; 134.03501, 30.5; 132.98336, 28.6; 105.04472, 23.2; 81.04465, 17.4; 92.02419, 13.5; 132.03872, 11.8; 107.02399, 11.7; 134.03499, 11.4; 133.06182, 10.7; 92.03236, 8.9; 82.04024, 7.8; 92.01307, 7.4; 64.01808, 7.3; 132.86693, 7.1; 65.99733, 6.8; 133.9842, 4.9; 134.05041, 4.7; 50.0024, 4.6; 115.91967, 4.2; 90.01672, 4.2; 68.03022, 3.2; 68.02422, 3.1; 66.00902, 3; 132.03234, 2.9; 134.0714, 2.7; 106.04808, 2.5; 90.03382, 2.4; 68.013, 2.1; 66.01669, 2.1; 74.99264, 2; 106.02876, 1.8; 77.01338, 1.8; 90.00852, 1.6; 66.03375, 1.5; 89.01337, 1.4; 133.01465, 1.3; 134.05896, 1.2; 132.01941, 1.1; 107.03988, 0.8; 79.02903, 0.7; 93.00833, 0.7","115.00258, 100; 71.01303, 61.6; 133.01325, 28.2; 72.99193, 12.6; 89.02326, 7.9; 133.0509, 2.3; 87.00759, 1.9; 133.03957, 1.7; 106.03992, 1.7; 65.01332, 1.4; 91.02905, 1.3; 132.98327, 0.8; 59.01266, 0.6",1,1,0,0.311621849891547,77.0540616630516,1,"Ingalls_Standards"
7,"Malic Acid","Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6; 132.89921, 54.9; 133.05101, 52.1; 65.01332, 50.9; 67.02898, 44.3; 106.03997, 36.1; 133.03978, 35.8; 134.03501, 30.5; 132.98336, 28.6; 105.04472, 23.2; 81.04465, 17.4; 92.02419, 13.5; 132.03872, 11.8; 107.02399, 11.7; 134.03499, 11.4; 133.06182, 10.7; 92.03236, 8.9; 82.04024, 7.8; 92.01307, 7.4; 64.01808, 7.3; 132.86693, 7.1; 65.99733, 6.8; 133.9842, 4.9; 134.05041, 4.7; 50.0024, 4.6; 115.91967, 4.2; 90.01672, 4.2; 68.03022, 3.2; 68.02422, 3.1; 66.00902, 3; 132.03234, 2.9; 134.0714, 2.7; 106.04808, 2.5; 90.03382, 2.4; 68.013, 2.1; 66.01669, 2.1; 74.99264, 2; 106.02876, 1.8; 77.01338, 1.8; 90.00852, 1.6; 66.03375, 1.5; 89.01337, 1.4; 133.01465, 1.3; 134.05896, 1.2; 132.01941, 1.1; 107.03988, 0.8; 79.02903, 0.7; 93.00833, 0.7","71.01262, 100; 115.00257, 86.8; 72.99146, 23.1; 133.01313, 9.4; 89.02326, 9; 65.01328, 2.5; 59.01263, 1.8; 91.02895, 1.7; 133.05086, 1.4; 133.03953, 1.3; 87.00753, 1.2; 106.03987, 1.1; 82.03991, 0.6",1,1,0,0.270924227535799,75.6974742511933,1,"Ingalls_Standards"
7,"Malic Acid","Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6; 132.89921, 54.9; 133.05101, 52.1; 65.01332, 50.9; 67.02898, 44.3; 106.03997, 36.1; 133.03978, 35.8; 134.03501, 30.5; 132.98336, 28.6; 105.04472, 23.2; 81.04465, 17.4; 92.02419, 13.5; 132.03872, 11.8; 107.02399, 11.7; 134.03499, 11.4; 133.06182, 10.7; 92.03236, 8.9; 82.04024, 7.8; 92.01307, 7.4; 64.01808, 7.3; 132.86693, 7.1; 65.99733, 6.8; 133.9842, 4.9; 134.05041, 4.7; 50.0024, 4.6; 115.91967, 4.2; 90.01672, 4.2; 68.03022, 3.2; 68.02422, 3.1; 66.00902, 3; 132.03234, 2.9; 134.0714, 2.7; 106.04808, 2.5; 90.03382, 2.4; 68.013, 2.1; 66.01669, 2.1; 74.99264, 2; 106.02876, 1.8; 77.01338, 1.8; 90.00852, 1.6; 66.03375, 1.5; 89.01337, 1.4; 133.01465, 1.3; 134.05896, 1.2; 132.01941, 1.1; 107.03988, 0.8; 79.02903, 0.7; 93.00833, 0.7","71.0126, 100; 115.00252, 82.5; 72.9919, 23.4; 133.01324, 9.8; 89.02323, 8.2; 65.01331, 2.4; 59.01254, 2.4; 91.02893, 1.9; 106.03993, 1.5; 133.05091, 1.4; 87.00757, 1.2; 133.03963, 1; 82.03977, 0.8",1,1,0,0.269221820595158,75.6407273531719,1,"Ingalls_Standards"
7,"Malic Acid","Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6; 132.89921, 54.9; 133.05101, 52.1; 65.01332, 50.9; 67.02898, 44.3; 106.03997, 36.1; 133.03978, 35.8; 134.03501, 30.5; 132.98336, 28.6; 105.04472, 23.2; 81.04465, 17.4; 92.02419, 13.5; 132.03872, 11.8; 107.02399, 11.7; 134.03499, 11.4; 133.06182, 10.7; 92.03236, 8.9; 82.04024, 7.8; 92.01307, 7.4; 64.01808, 7.3; 132.86693, 7.1; 65.99733, 6.8; 133.9842, 4.9; 134.05041, 4.7; 50.0024, 4.6; 115.91967, 4.2; 90.01672, 4.2; 68.03022, 3.2; 68.02422, 3.1; 66.00902, 3; 132.03234, 2.9; 134.0714, 2.7; 106.04808, 2.5; 90.03382, 2.4; 68.013, 2.1; 66.01669, 2.1; 74.99264, 2; 106.02876, 1.8; 77.01338, 1.8; 90.00852, 1.6; 66.03375, 1.5; 89.01337, 1.4; 133.01465, 1.3; 134.05896, 1.2; 132.01941, 1.1; 107.03988, 0.8; 79.02903, 0.7; 93.00833, 0.7","71.01289, 100; 72.99189, 58.4; 59.01263, 7.2; 65.01327, 6; 144.89029, 1.2; 94.80223, 1; 154.26089, 0.9; 124.01382, 0.9; 55.76496, 0.9; 100.781, 0.9; 86.3415, 0.9; 58.69983, 0.8; 62.63095, 0.8; 52.10213, 0.8; 130.59012, 0.7; 111.65177, 0.6; 76.296, 0.6; 52.28483, 0.6; 133.37262, 0.6",1,1,0,0.0110644971023974,67.0354832367466,1,"Ingalls_Standards"
7,"Malic Acid","Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6; 132.89921, 54.9; 133.05101, 52.1; 65.01332, 50.9; 67.02898, 44.3; 106.03997, 36.1; 133.03978, 35.8; 134.03501, 30.5; 132.98336, 28.6; 105.04472, 23.2; 81.04465, 17.4; 92.02419, 13.5; 132.03872, 11.8; 107.02399, 11.7; 134.03499, 11.4; 133.06182, 10.7; 92.03236, 8.9; 82.04024, 7.8; 92.01307, 7.4; 64.01808, 7.3; 132.86693, 7.1; 65.99733, 6.8; 133.9842, 4.9; 134.05041, 4.7; 50.0024, 4.6; 115.91967, 4.2; 90.01672, 4.2; 68.03022, 3.2; 68.02422, 3.1; 66.00902, 3; 132.03234, 2.9; 134.0714, 2.7; 106.04808, 2.5; 90.03382, 2.4; 68.013, 2.1; 66.01669, 2.1; 74.99264, 2; 106.02876, 1.8; 77.01338, 1.8; 90.00852, 1.6; 66.03375, 1.5; 89.01337, 1.4; 133.01465, 1.3; 134.05896, 1.2; 132.01941, 1.1; 107.03988, 0.8; 79.02903, 0.7; 93.00833, 0.7","71.01292, 100; 72.99188, 58.8; 65.01328, 6.4; 59.01263, 6.1; 115.00262, 4.4; 131.24557, 1; 51.48199, 1; 72.29086, 0.9; 69.6661, 0.9; 68.67973, 0.9; 130.35997, 0.9; 71.31929, 0.8; 89.02317, 0.8; 112.65063, 0.8; 52.03097, 0.7; 90.25783, 0.7; 110.37774, 0.7; 58.32933, 0.7; 60.43694, 0.6",1,1,0,0.0140559397545208,67.1351979918174,1,"Ingalls_Standards"
8,"Amino Propanesulfonic Acid","Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84; 96.05559, 21.6; 138.88915, 16.3; 111.9364, 13.9; 138.06852, 13.6; 137.93959, 10.4; 137.03464, 6.6; 96.04438, 6.5; 97.03955, 5.8; 67.02898, 5.6; 138.01971, 5.5; 66.00856, 5.4; 138.0299, 4.9; 95.02395, 3.9; 138.89506, 3.9; 82.03989, 3.4; 139.05031, 3.3; 81.04463, 3.2; 109.03958, 3; 68.01299, 3; 110.03488, 3; 137.07095, 2.9; 95.06029, 2.6; 137.04966, 2.2; 111.0189, 2.1; 120.01927, 2; 99.92473, 1.9; 96.00792, 1.6; 97.05077, 1.5; 58.0286, 1.3; 65.01331, 1.2; 110.92487, 1.1; 82.02864, 1.1; 136.86189, 1.1; 83.0239, 1; 139.01394, 0.7; 94.02868, 0.7; 154.96771, 0.7; 65.99736, 0.7; 138.03783, 0.6; 97.02693, 0.6; 66.03362, 0.6; 136.95712, 0.6","138.02222, 100; 79.95612, 75.4; 111.93628, 8.8; 80.96392, 5.2; 137.93947, 3.9; 108.02049, 2.6; 96.05552, 0.7; 64.96899, 0.7",1,1,0,0.363608082650821,78.7869360883607,1,"Ingalls_Standards"
8,"Amino Propanesulfonic Acid","Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84; 96.05559, 21.6; 138.88915, 16.3; 111.9364, 13.9; 138.06852, 13.6; 137.93959, 10.4; 137.03464, 6.6; 96.04438, 6.5; 97.03955, 5.8; 67.02898, 5.6; 138.01971, 5.5; 66.00856, 5.4; 138.0299, 4.9; 95.02395, 3.9; 138.89506, 3.9; 82.03989, 3.4; 139.05031, 3.3; 81.04463, 3.2; 109.03958, 3; 68.01299, 3; 110.03488, 3; 137.07095, 2.9; 95.06029, 2.6; 137.04966, 2.2; 111.0189, 2.1; 120.01927, 2; 99.92473, 1.9; 96.00792, 1.6; 97.05077, 1.5; 58.0286, 1.3; 65.01331, 1.2; 110.92487, 1.1; 82.02864, 1.1; 136.86189, 1.1; 83.0239, 1; 139.01394, 0.7; 94.02868, 0.7; 154.96771, 0.7; 65.99736, 0.7; 138.03783, 0.6; 97.02693, 0.6; 66.03362, 0.6; 136.95712, 0.6","138.02235, 100; 79.95617, 78; 111.93644, 8; 80.96401, 5; 137.93969, 3.9; 108.0206, 2.1; 64.96908, 0.6",1,1,0,0.355238268010065,78.5079422670022,1,"Ingalls_Standards"
8,"Amino Propanesulfonic Acid","Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84; 96.05559, 21.6; 138.88915, 16.3; 111.9364, 13.9; 138.06852, 13.6; 137.93959, 10.4; 137.03464, 6.6; 96.04438, 6.5; 97.03955, 5.8; 67.02898, 5.6; 138.01971, 5.5; 66.00856, 5.4; 138.0299, 4.9; 95.02395, 3.9; 138.89506, 3.9; 82.03989, 3.4; 139.05031, 3.3; 81.04463, 3.2; 109.03958, 3; 68.01299, 3; 110.03488, 3; 137.07095, 2.9; 95.06029, 2.6; 137.04966, 2.2; 111.0189, 2.1; 120.01927, 2; 99.92473, 1.9; 96.00792, 1.6; 97.05077, 1.5; 58.0286, 1.3; 65.01331, 1.2; 110.92487, 1.1; 82.02864, 1.1; 136.86189, 1.1; 83.0239, 1; 139.01394, 0.7; 94.02868, 0.7; 154.96771, 0.7; 65.99736, 0.7; 138.03783, 0.6; 97.02693, 0.6; 66.03362, 0.6; 136.95712, 0.6","138.02224, 100; 79.95617, 74.3; 111.93633, 8.8; 80.96405, 5.6; 137.93949, 4.3; 108.02053, 2.9; 96.0555, 0.8; 64.96905, 0.7",1,1,0,0.365191420087954,78.8397140029318,1,"Ingalls_Standards"
8,"Amino Propanesulfonic Acid","Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84; 96.05559, 21.6; 138.88915, 16.3; 111.9364, 13.9; 138.06852, 13.6; 137.93959, 10.4; 137.03464, 6.6; 96.04438, 6.5; 97.03955, 5.8; 67.02898, 5.6; 138.01971, 5.5; 66.00856, 5.4; 138.0299, 4.9; 95.02395, 3.9; 138.89506, 3.9; 82.03989, 3.4; 139.05031, 3.3; 81.04463, 3.2; 109.03958, 3; 68.01299, 3; 110.03488, 3; 137.07095, 2.9; 95.06029, 2.6; 137.04966, 2.2; 111.0189, 2.1; 120.01927, 2; 99.92473, 1.9; 96.00792, 1.6; 97.05077, 1.5; 58.0286, 1.3; 65.01331, 1.2; 110.92487, 1.1; 82.02864, 1.1; 136.86189, 1.1; 83.0239, 1; 139.01394, 0.7; 94.02868, 0.7; 154.96771, 0.7; 65.99736, 0.7; 138.03783, 0.6; 97.02693, 0.6; 66.03362, 0.6; 136.95712, 0.6","138.02221, 100; 79.95615, 74.1; 111.93633, 7.9; 80.96397, 5.3; 137.93953, 3.7; 108.02057, 1.9; 64.96905, 0.8",1,1,0,0.355244615021213,78.5081538340404,1,"Ingalls_Standards"
8,"Amino Propanesulfonic Acid","Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84; 96.05559, 21.6; 138.88915, 16.3; 111.9364, 13.9; 138.06852, 13.6; 137.93959, 10.4; 137.03464, 6.6; 96.04438, 6.5; 97.03955, 5.8; 67.02898, 5.6; 138.01971, 5.5; 66.00856, 5.4; 138.0299, 4.9; 95.02395, 3.9; 138.89506, 3.9; 82.03989, 3.4; 139.05031, 3.3; 81.04463, 3.2; 109.03958, 3; 68.01299, 3; 110.03488, 3; 137.07095, 2.9; 95.06029, 2.6; 137.04966, 2.2; 111.0189, 2.1; 120.01927, 2; 99.92473, 1.9; 96.00792, 1.6; 97.05077, 1.5; 58.0286, 1.3; 65.01331, 1.2; 110.92487, 1.1; 82.02864, 1.1; 136.86189, 1.1; 83.0239, 1; 139.01394, 0.7; 94.02868, 0.7; 154.96771, 0.7; 65.99736, 0.7; 138.03783, 0.6; 97.02693, 0.6; 66.03362, 0.6; 136.95712, 0.6","79.95613, 100; 138.02209, 37.3; 111.93631, 5.9; 80.96396, 4.4; 108.0205, 1.8; 137.93951, 0.7",1,1,0,0.322604251919773,77.4201417306591,1,"Ingalls_Standards"
8,"Amino Propanesulfonic Acid","Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84; 96.05559, 21.6; 138.88915, 16.3; 111.9364, 13.9; 138.06852, 13.6; 137.93959, 10.4; 137.03464, 6.6; 96.04438, 6.5; 97.03955, 5.8; 67.02898, 5.6; 138.01971, 5.5; 66.00856, 5.4; 138.0299, 4.9; 95.02395, 3.9; 138.89506, 3.9; 82.03989, 3.4; 139.05031, 3.3; 81.04463, 3.2; 109.03958, 3; 68.01299, 3; 110.03488, 3; 137.07095, 2.9; 95.06029, 2.6; 137.04966, 2.2; 111.0189, 2.1; 120.01927, 2; 99.92473, 1.9; 96.00792, 1.6; 97.05077, 1.5; 58.0286, 1.3; 65.01331, 1.2; 110.92487, 1.1; 82.02864, 1.1; 136.86189, 1.1; 83.0239, 1; 139.01394, 0.7; 94.02868, 0.7; 154.96771, 0.7; 65.99736, 0.7; 138.03783, 0.6; 97.02693, 0.6; 66.03362, 0.6; 136.95712, 0.6","79.95615, 100; 138.02213, 38.6; 111.93633, 6.7; 80.96394, 4.8; 108.02053, 1.7; 137.93935, 0.8; 64.96906, 0.7",1,1,0,0.32543581976317,77.514527325439,1,"Ingalls_Standards"
8,"Amino Propanesulfonic Acid","Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84; 96.05559, 21.6; 138.88915, 16.3; 111.9364, 13.9; 138.06852, 13.6; 137.93959, 10.4; 137.03464, 6.6; 96.04438, 6.5; 97.03955, 5.8; 67.02898, 5.6; 138.01971, 5.5; 66.00856, 5.4; 138.0299, 4.9; 95.02395, 3.9; 138.89506, 3.9; 82.03989, 3.4; 139.05031, 3.3; 81.04463, 3.2; 109.03958, 3; 68.01299, 3; 110.03488, 3; 137.07095, 2.9; 95.06029, 2.6; 137.04966, 2.2; 111.0189, 2.1; 120.01927, 2; 99.92473, 1.9; 96.00792, 1.6; 97.05077, 1.5; 58.0286, 1.3; 65.01331, 1.2; 110.92487, 1.1; 82.02864, 1.1; 136.86189, 1.1; 83.0239, 1; 139.01394, 0.7; 94.02868, 0.7; 154.96771, 0.7; 65.99736, 0.7; 138.03783, 0.6; 97.02693, 0.6; 66.03362, 0.6; 136.95712, 0.6","79.95615, 100; 111.93635, 4.5; 80.96394, 1.4; 66.03368, 0.7; 94.02865, 0.6",1,1,0,0.0585610157633953,68.6187005254465,1,"Ingalls_Standards"
8,"Amino Propanesulfonic Acid","Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84; 96.05559, 21.6; 138.88915, 16.3; 111.9364, 13.9; 138.06852, 13.6; 137.93959, 10.4; 137.03464, 6.6; 96.04438, 6.5; 97.03955, 5.8; 67.02898, 5.6; 138.01971, 5.5; 66.00856, 5.4; 138.0299, 4.9; 95.02395, 3.9; 138.89506, 3.9; 82.03989, 3.4; 139.05031, 3.3; 81.04463, 3.2; 109.03958, 3; 68.01299, 3; 110.03488, 3; 137.07095, 2.9; 95.06029, 2.6; 137.04966, 2.2; 111.0189, 2.1; 120.01927, 2; 99.92473, 1.9; 96.00792, 1.6; 97.05077, 1.5; 58.0286, 1.3; 65.01331, 1.2; 110.92487, 1.1; 82.02864, 1.1; 136.86189, 1.1; 83.0239, 1; 139.01394, 0.7; 94.02868, 0.7; 154.96771, 0.7; 65.99736, 0.7; 138.03783, 0.6; 97.02693, 0.6; 66.03362, 0.6; 136.95712, 0.6","79.95613, 100; 111.93635, 3.8; 80.96394, 1.3; 94.02867, 0.6",1,1,0,0.0541977211244696,68.4732573708157,1,"Ingalls_Standards"
